,ev_demand_kW,temp_C,cloud_cover,solar_power_kW,wind_speed_m_s,wind_power_kW,grid_freq_dev,hour_of_day,day_of_week,day_of_year,month,is_weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,lag_1_ev_demand,lag_2_ev_demand,lag_3_ev_demand,lag_24_ev_demand,lag_48_ev_demand,lag_168_ev_demand,lag_1_solar_power_kW,lag_1_wind_power_kW,lag_1_temp_C
2024-01-08 21:00:00,0.005381950800311516,0.3409310528644887,0.3527060555175096,0.024861107313022265,0.28120570080597185,0.0016147964311655548,0.6890000190737746,0.9130434782608695,0.0,0.0,0.0,0.0,0.14644660940672616,0.8535533905932737,0.5,1.0,0.6670282350049921,0.6473587427862387,0.6059074415010884,0.05885211139581664,0.053810992268407846,0.001993241558002604,0.024439156428534142,0.11715848629810899,0.361507213202955
2024-01-08 22:00:00,0.0432468150583289,0.28086590859203275,0.3113956702654725,0.02447564198316558,0.4925857176465708,0.14159622148583934,0.7625699325126982,0.9565217391304348,0.0,0.0,0.0,0.0,0.24999999999999978,0.9330127018922192,0.5,1.0,0.005381950800311516,0.6670282350049921,0.6473587427862387,0.04326481456576818,0.013841277160060686,0.018030447193363622,0.024861107313022265,0.0016147964311655548,0.3409310528644887
2024-01-08 23:00:00,0.01995053495899212,0.2567390197644276,0.31144961796545234,0.0,0.3844994212857093,0.033391193080669186,0.9674514671700373,1.0,0.0,0.0,0.0,0.0,0.3705904774487392,0.9829629131445341,0.5,1.0,0.0432468150583289,0.005381950800311516,0.6670282350049921,0.004868674735312584,0.0464986947233229,0.01755350958569214,0.02447564198316558,0.14159622148583934,0.28086590859203275
2024-01-09 00:00:00,0.04643444214247245,0.2940465824335753,0.11515551835518936,0.0008533096192036523,0.23379059289720666,0.0,0.6100411086478437,0.0,0.16666666666666666,0.005747126436781609,0.0,0.0,0.5,1.0,0.9009688679024191,0.8019377358048384,0.01995053495899212,0.0432468150583289,0.005381950800311516,0.01788136879869086,0.014279127120488544,0.01697976604062253,0.0,0.033391193080669186,0.2567390197644276
2024-01-09 01:00:00,0.028895580489855462,0.1639526718566458,0.37021784618750664,0.009255445172488606,0.40524095912702995,0.06791657101034224,0.676635248826057,0.043478260869565216,0.16666666666666666,0.005747126436781609,0.0,0.0,0.6294095225512604,0.9829629131445341,0.9009688679024191,0.8019377358048384,0.04643444214247245,0.01995053495899212,0.0432468150583289,0.009164962305197309,0.0378529319939224,0.026422623341096827,0.0008533096192036523,0.0,0.2940465824335753
2024-01-09 02:00:00,0.030053694629441016,0.19441914640892224,0.08675452946835926,0.0,0.35044652968333667,0.022702521731839814,0.6702305017112592,0.08695652173913043,0.16666666666666666,0.005747126436781609,0.0,0.0,0.75,0.9330127018922194,0.9009688679024191,0.8019377358048384,0.028895580489855462,0.04643444214247245,0.01995053495899212,0.03337295737360391,0.013734876662410762,0.023163639172861246,0.009255445172488606,0.06791657101034224,0.1639526718566458
2024-01-09 03:00:00,0.016405484767665506,0.21548702905657402,0.15781750396227312,0.006393655753022434,0.4816497516957632,0.13891980447661312,0.5298028965792132,0.13043478260869565,0.16666666666666666,0.005747126436781609,0.0,0.0,0.8535533905932737,0.8535533905932737,0.9009688679024191,0.8019377358048384,0.030053694629441016,0.028895580489855462,0.04643444214247245,0.01106088191966386,0.017285075145397788,0.06400527765467279,0.0,0.022702521731839814,0.19441914640892224
2024-01-09 04:00:00,0.01855773846460749,0.12624339818552957,0.10120423882522778,0.007688439685405763,0.30791483555345406,0.00915165804087347,0.4205917834193599,0.17391304347826086,0.16666666666666666,0.005747126436781609,0.0,0.0,0.9330127018922193,0.75,0.9009688679024191,0.8019377358048384,0.016405484767665506,0.030053694629441016,0.028895580489855462,0.059256462216181034,0.02554738002896139,0.022020350347147388,0.006393655753022434,0.13891980447661312,0.21548702905657402
2024-01-09 05:00:00,0.03288446358981482,0.006040586508177445,0.36973412042368775,0.044210981343276765,0.5403623918232044,0.240556501753327,0.1833029890840377,0.21739130434782608,0.16666666666666666,0.005747126436781609,0.0,0.0,0.9829629131445341,0.6294095225512604,0.9009688679024191,0.8019377358048384,0.01855773846460749,0.016405484767665506,0.030053694629441016,0.0014133054665497373,0.00765243846083061,0.020986581461741555,0.007688439685405763,0.00915165804087347,0.12624339818552957
2024-01-09 06:00:00,0.0020502615150675097,0.11828490735248261,0.23371044997048676,0.0,0.4954285765779626,0.14337496137821887,0.1526662924627843,0.2608695652173913,0.16666666666666666,0.005747126436781609,0.0,0.0,1.0,0.5,0.9009688679024191,0.8019377358048384,0.03288446358981482,0.01855773846460749,0.016405484767665506,0.018372468756295633,0.021724716286972198,0.04562566316978291,0.044210981343276765,0.240556501753327,0.006040586508177445
2024-01-09 07:00:00,0.013931833081712449,0.23641930620529453,0.48671640643893144,0.0011006975471489662,0.6402136960265369,0.4472139221972797,0.18068165165378003,0.30434782608695654,0.16666666666666666,0.005747126436781609,0.0,0.0,0.9829629131445341,0.3705904774487397,0.9009688679024191,0.8019377358048384,0.0020502615150675097,0.03288446358981482,0.01855773846460749,0.03152887970651332,0.044478609351078356,0.02941850656362194,0.0,0.14337496137821887,0.11828490735248261
2024-01-09 08:00:00,0.4434361266766303,0.1717601746295561,0.5480401885265495,0.0,0.6757464074823485,0.6051174334344749,0.15553159664098687,0.34782608695652173,0.16666666666666666,0.005747126436781609,0.0,0.0,0.9330127018922194,0.2500000000000001,0.9009688679024191,0.8019377358048384,0.013931833081712449,0.0020502615150675097,0.03288446358981482,0.4595927199349954,0.1694533060547104,0.4809022685694904,0.0011006975471489662,0.4472139221972797,0.23641930620529453
2024-01-09 09:00:00,0.4252346915512078,0.20794625841128256,0.5729417738319613,0.19832399603091705,0.6967018298670739,0.6808614504551473,0.18900192117265235,0.3913043478260869,0.16666666666666666,0.005747126436781609,0.0,0.0,0.8535533905932737,0.14644660940672627,0.9009688679024191,0.8019377358048384,0.4434361266766303,0.013931833081712449,0.0020502615150675097,0.43370206078564805,0.2639910288600416,0.4352587705606795,0.0,0.6051174334344749,0.1717601746295561
2024-01-09 10:00:00,0.42920588972455503,0.09030280395780758,0.6998832822033276,0.40869732444268886,0.6468383557749261,0.49246851131407127,0.18729416509027033,0.43478260869565216,0.16666666666666666,0.005747126436781609,0.0,0.0,0.75,0.06698729810778065,0.9009688679024191,0.8019377358048384,0.4252346915512078,0.4434361266766303,0.013931833081712449,0.4050789223808385,0.22188432398342936,0.45176103398175077,0.19832399603091705,0.6808614504551473,0.20794625841128256
2024-01-09 11:00:00,0.034921380634386726,0.19267719034138225,0.6406871098944994,0.5887086224460204,0.7578383263843061,0.9352368142712714,0.22893197039854557,0.4782608695652174,0.16666666666666666,0.005747126436781609,0.0,0.0,0.6294095225512605,0.0170370868554659,0.9009688679024191,0.8019377358048384,0.42920588972455503,0.4252346915512078,0.4434361266766303,0.0282287372246438,0.028412835085638532,0.014516988600630453,0.40869732444268886,0.49246851131407127,0.09030280395780758
2024-01-09 12:00:00,0.04025467431897008,0.3023797827030782,0.5620882512754688,0.7888820659111563,0.6173006995113454,0.4198852543708002,0.37859246273335856,0.5217391304347826,0.16666666666666666,0.005747126436781609,0.0,0.0,0.5000000000000001,0.0,0.9009688679024191,0.8019377358048384,0.034921380634386726,0.42920588972455503,0.4252346915512078,0.04212768532369693,0.008472469794228844,0.03739051096739785,0.5887086224460204,0.9352368142712714,0.19267719034138225
2024-01-09 13:00:00,0.0019643452571845954,0.3098880996270613,0.8360775229520508,0.7497545240661488,0.4734362661529756,0.1467864942718764,0.2835822086165614,0.5652173913043478,0.16666666666666666,0.005747126436781609,0.0,0.0,0.37059047744873963,0.017037086855465844,0.9009688679024191,0.8019377358048384,0.04025467431897008,0.034921380634386726,0.42920588972455503,0.023053956495091493,0.032333495204820706,0.039199077920155485,0.7888820659111563,0.4198852543708002,0.3023797827030782
2024-01-09 14:00:00,0.013098332413119685,0.36230727978067223,0.9472043512246071,0.646208880775748,0.5144414989229307,0.16909305759132442,0.2564482080710855,0.6086956521739131,0.16666666666666666,0.005747126436781609,0.0,0.0,0.2500000000000001,0.06698729810778059,0.9009688679024191,0.8019377358048384,0.0019643452571845954,0.04025467431897008,0.034921380634386726,0.08300296226989329,0.01763719869426317,0.07740362567861003,0.7497545240661488,0.1467864942718764,0.3098880996270613
2024-01-09 15:00:00,0.02978116359264808,0.2780446568880579,0.8773470710814837,0.695534934776606,0.5445913050881555,0.22144323579061168,0.14955870292416343,0.6521739130434783,0.16666666666666666,0.005747126436781609,0.0,0.0,0.14644660940672644,0.14644660940672605,0.9009688679024191,0.8019377358048384,0.013098332413119685,0.0019643452571845954,0.04025467431897008,0.03615622165190084,0.010492110773998215,0.051025645556601024,0.646208880775748,0.16909305759132442,0.36230727978067223
2024-01-09 16:00:00,0.033899161566475246,0.28515354274607396,0.8919140146072086,0.6109396931936418,0.5013404389511117,0.16017902764386321,0.13787928079395653,0.6956521739130435,0.16666666666666666,0.005747126436781609,0.0,0.0,0.06698729810778081,0.24999999999999978,0.9009688679024191,0.8019377358048384,0.02978116359264808,0.013098332413119685,0.0019643452571845954,0.034253326189172456,0.014870776096757701,0.020982115206266402,0.695534934776606,0.22144323579061168,0.2780446568880579
2024-01-09 17:00:00,0.5871334443905907,0.2884134512538168,0.7906878144322599,0.5121424685408554,0.46997951199355703,0.08166290483203753,0.15196679039184352,0.7391304347826086,0.16666666666666666,0.005747126436781609,0.0,0.0,0.017037086855465844,0.3705904774487397,0.9009688679024191,0.8019377358048384,0.033899161566475246,0.02978116359264808,0.013098332413119685,0.6604624773283967,0.26944688461276817,0.6401750883800659,0.6109396931936418,0.16017902764386321,0.28515354274607396
2024-01-09 18:00:00,0.5994749718402725,0.3934326153498773,0.5881108664646494,0.48283867136449476,0.4287115752537521,0.05874440187875913,0.46221653260433615,0.7826086956521738,0.16666666666666666,0.005747126436781609,0.0,0.0,0.0,0.4999999999999999,0.9009688679024191,0.8019377358048384,0.5871334443905907,0.033899161566475246,0.02978116359264808,0.6059074415010884,0.30387523389605875,0.5920552957301634,0.5121424685408554,0.08166290483203753,0.2884134512538168
2024-01-09 19:00:00,0.6245291130816851,0.42265763082981855,0.6150236594606441,0.22109394200278415,0.2782091791548974,0.0,0.44712153810559974,0.8260869565217391,0.16666666666666666,0.005747126436781609,0.0,0.0,0.01703708685546579,0.6294095225512601,0.9009688679024191,0.8019377358048384,0.5994749718402725,0.5871334443905907,0.033899161566475246,0.6473587427862387,0.29979431577619026,0.6373217304048615,0.48283867136449476,0.05874440187875913,0.3934326153498773
2024-01-09 20:00:00,0.6043456017061515,0.3959898026828902,0.4838123604319335,0.0,0.41542831302994804,0.05132681076667849,0.4980430147878163,0.8695652173913043,0.16666666666666666,0.005747126436781609,0.0,0.0,0.0669872981077807,0.75,0.9009688679024191,0.8019377358048384,0.6245291130816851,0.5994749718402725,0.5871334443905907,0.6670282350049921,0.28523441035444436,0.6384255905338834,0.22109394200278415,0.0,0.42265763082981855
2024-01-09 21:00:00,0.03100501290275531,0.30993914059520905,0.34721133894057354,0.005826541165551476,0.320903026407764,0.0028686104871383515,0.8577811943817479,0.9130434782608695,0.16666666666666666,0.005747126436781609,0.0,0.0,0.14644660940672616,0.8535533905932737,0.9009688679024191,0.8019377358048384,0.6043456017061515,0.6245291130816851,0.5994749718402725,0.005381950800311516,0.05885211139581664,0.04078061299343677,0.0,0.05132681076667849,0.3959898026828902
2024-01-09 22:00:00,0.00923403936519119,0.31253322716529414,0.4817916497228085,0.0,0.2593210670387652,0.0418147495487532,0.8537520346658386,0.9565217391304348,0.16666666666666666,0.005747126436781609,0.0,0.0,0.24999999999999978,0.9330127018922192,0.9009688679024191,0.8019377358048384,0.03100501290275531,0.6043456017061515,0.6245291130816851,0.0432468150583289,0.04326481456576818,0.025481670756605217,0.005826541165551476,0.0028686104871383515,0.30993914059520905
2024-01-09 23:00:00,0.0067420575690329545,0.25937119484673,0.30628993270233035,0.020925853162456275,0.2262508080442521,0.0,0.8229134209898209,1.0,0.16666666666666666,0.005747126436781609,0.0,0.0,0.3705904774487392,0.9829629131445341,0.9009688679024191,0.8019377358048384,0.00923403936519119,0.03100501290275531,0.6043456017061515,0.01995053495899212,0.004868674735312584,0.04206309543429025,0.0,0.0418147495487532,0.31253322716529414
2024-01-10 00:00:00,0.04849149180201584,0.21905040240869875,0.2053289427697093,0.0,0.25008512739805744,0.0,0.7321532747481033,0.0,0.3333333333333333,0.011494252873563218,0.0,0.0,0.5,1.0,1.0,0.3568958678922095,0.0067420575690329545,0.00923403936519119,0.03100501290275531,0.04643444214247245,0.01788136879869086,0.05490032008620354,0.020925853162456275,0.0,0.25937119484673
2024-01-10 01:00:00,0.056748741727322936,0.13069531000926832,0.19177391806483196,0.0,0.34500693397642557,0.02267247451904729,0.8140932062929244,0.043478260869565216,0.3333333333333333,0.011494252873563218,0.0,0.0,0.6294095225512604,0.9829629131445341,1.0,0.3568958678922095,0.04849149180201584,0.0067420575690329545,0.00923403936519119,0.028895580489855462,0.009164962305197309,0.008394434269743026,0.0,0.0,0.21905040240869875
2024-01-10 02:00:00,0.026919569508253024,0.10892159214690454,0.028283152427635655,0.04878498643301696,0.5293170470041328,0.18585571350526703,0.5523811403286831,0.08695652173913043,0.3333333333333333,0.011494252873563218,0.0,0.0,0.75,0.9330127018922194,1.0,0.3568958678922095,0.056748741727322936,0.04849149180201584,0.0067420575690329545,0.030053694629441016,0.03337295737360391,0.016074667974535217,0.0,0.02267247451904729,0.13069531000926832
2024-01-10 03:00:00,0.02698386205432016,0.10963756140877626,0.0986436645463325,0.0,0.6122662422434809,0.3817398173360861,0.49779118125587785,0.13043478260869565,0.3333333333333333,0.011494252873563218,0.0,0.0,0.8535533905932737,0.8535533905932737,1.0,0.3568958678922095,0.026919569508253024,0.056748741727322936,0.04849149180201584,0.016405484767665506,0.01106088191966386,0.014676622507617396,0.04878498643301696,0.18585571350526703,0.10892159214690454
2024-01-10 04:00:00,0.016158036550530067,0.08371917799670597,0.5353887459735591,0.0,0.48368869424559724,0.09789859624529132,0.3598685174052474,0.17391304347826086,0.3333333333333333,0.011494252873563218,0.0,0.0,0.9330127018922193,0.75,1.0,0.3568958678922095,0.02698386205432016,0.026919569508253024,0.056748741727322936,0.01855773846460749,0.059256462216181034,0.04027124394773838,0.0,0.3817398173360861,0.10963756140877626
2024-01-10 05:00:00,0.03292678758433025,0.040057819202213935,0.34511904074333677,0.03025340484915259,0.5241765473175636,0.1976551117103181,0.2647675251273093,0.21739130434782608,0.3333333333333333,0.011494252873563218,0.0,0.0,0.9829629131445341,0.6294095225512604,1.0,0.3568958678922095,0.016158036550530067,0.02698386205432016,0.026919569508253024,0.03288446358981482,0.0014133054665497373,0.026854018379915988,0.0,0.09789859624529132,0.08371917799670597
2024-01-10 06:00:00,0.04395640849322624,0.1787060129160486,0.32442457320996065,0.03158482230672863,0.6016973261315649,0.3881684230416449,0.1988467065617448,0.2608695652173913,0.3333333333333333,0.011494252873563218,0.0,0.0,1.0,0.5,1.0,0.3568958678922095,0.03292678758433025,0.016158036550530067,0.02698386205432016,0.0020502615150675097,0.018372468756295633,0.0,0.03025340484915259,0.1976551117103181,0.040057819202213935
2024-01-10 07:00:00,0.030220181061491685,0.19909664181328712,0.42950835523335357,0.0,0.4727323956437516,0.11810528546229268,0.3716026446136611,0.30434782608695654,0.3333333333333333,0.011494252873563218,0.0,0.0,0.9829629131445341,0.3705904774487397,1.0,0.3568958678922095,0.04395640849322624,0.03292678758433025,0.016158036550530067,0.013931833081712449,0.03152887970651332,0.006699314226182101,0.03158482230672863,0.3881684230416449,0.1787060129160486
2024-01-10 08:00:00,0.4325879535778123,0.23381512861683193,0.3338608704067687,0.0,0.6382242138791403,0.40855238870450655,0.21718277423171417,0.34782608695652173,0.3333333333333333,0.011494252873563218,0.0,0.0,0.9330127018922194,0.2500000000000001,1.0,0.3568958678922095,0.030220181061491685,0.04395640849322624,0.03292678758433025,0.4434361266766303,0.4595927199349954,0.42141323770605044,0.0,0.11810528546229268,0.19909664181328712
2024-01-10 09:00:00,0.4226843213075565,0.13866476524228966,0.6364239171681394,0.20872176531591383,0.667543302763831,0.5837086494716681,0.20674209470962138,0.3913043478260869,0.3333333333333333,0.011494252873563218,0.0,0.0,0.8535533905932737,0.14644660940672627,1.0,0.3568958678922095,0.4325879535778123,0.030220181061491685,0.04395640849322624,0.4252346915512078,0.43370206078564805,0.4396457946166107,0.0,0.40855238870450655,0.23381512861683193
2024-01-10 10:00:00,0.38786246527463814,0.1530130188382141,0.5746026262343154,0.4311993131285794,0.5915774800037992,0.33337357539960144,0.21954080365967935,0.43478260869565216,0.3333333333333333,0.011494252873563218,0.0,0.0,0.75,0.06698729810778065,1.0,0.3568958678922095,0.4226843213075565,0.4325879535778123,0.030220181061491685,0.42920588972455503,0.4050789223808385,0.43328231885692997,0.20872176531591383,0.5837086494716681,0.13866476524228966
2024-01-10 11:00:00,0.03114237012317011,0.25014299507936516,0.6618938749374209,0.6206037382064775,0.7015087005162728,0.6972321328409123,0.1274759199381425,0.4782608695652174,0.3333333333333333,0.011494252873563218,0.0,0.0,0.6294095225512605,0.0170370868554659,1.0,0.3568958678922095,0.38786246527463814,0.4226843213075565,0.4325879535778123,0.034921380634386726,0.0282287372246438,0.013560262610701349,0.4311993131285794,0.33337357539960144,0.1530130188382141
2024-01-10 12:00:00,0.03472444852494966,0.3512988664437169,0.6598759353906307,0.7016921238617289,0.45021820940426427,0.07391897820397254,0.11886166576891222,0.5217391304347826,0.3333333333333333,0.011494252873563218,0.0,0.0,0.5000000000000001,0.0,1.0,0.3568958678922095,0.03114237012317011,0.38786246527463814,0.4226843213075565,0.04025467431897008,0.04212768532369693,0.04027329230677741,0.6206037382064775,0.6972321328409123,0.25014299507936516
2024-01-10 13:00:00,0.015989753125898655,0.30346779402382,0.697113329901632,0.7808262667397292,0.5040884732440094,0.1695810357586249,0.28738880365760006,0.5652173913043478,0.3333333333333333,0.011494252873563218,0.0,0.0,0.37059047744873963,0.017037086855465844,1.0,0.3568958678922095,0.03472444852494966,0.03114237012317011,0.38786246527463814,0.0019643452571845954,0.023053956495091493,0.0421495189993962,0.7016921238617289,0.07391897820397254,0.3512988664437169
2024-01-10 14:00:00,0.047878155756216186,0.293279212245246,0.9127193192280529,0.737943116025045,0.5421178642952166,0.2672163344627586,0.20711261874336262,0.6086956521739131,0.3333333333333333,0.011494252873563218,0.0,0.0,0.2500000000000001,0.06698729810778059,1.0,0.3568958678922095,0.015989753125898655,0.03472444852494966,0.03114237012317011,0.013098332413119685,0.08300296226989329,0.025845649885710777,0.7808262667397292,0.1695810357586249,0.30346779402382
