level_0,level_1,ev_demand_kW
2024-01-01 14:00:00,station_3,16.85829291757905
2024-01-01 14:00:00,station_4,14.689849066239097
2024-01-01 14:00:00,station_5,0.0
2024-01-01 15:00:00,station_1,0.9262892359519348
2024-01-01 15:00:00,station_2,0.0
2024-01-01 15:00:00,station_3,5.885563218146462
2024-01-01 15:00:00,station_4,0.0
2024-01-01 15:00:00,station_5,2.2536778522975744
2024-01-01 16:00:00,station_1,0.0
2024-01-01 16:00:00,station_2,0.0
2024-01-01 16:00:00,station_3,11.526301968377293
2024-01-01 16:00:00,station_4,1.4265658444036167
2024-01-01 16:00:00,station_5,0.0
2024-01-01 17:00:00,station_1,66.84030286058773
2024-01-01 17:00:00,station_2,80.2817978817669
2024-01-01 17:00:00,station_3,96.08719849980554
2024-01-01 17:00:00,station_4,95.53068405076654
2024-01-01 17:00:00,station_5,102.68812643654675
2024-01-01 18:00:00,station_1,75.70791252326396
2024-01-01 18:00:00,station_2,82.60208915550012
2024-01-01 18:00:00,station_3,81.3381092758016
2024-01-01 18:00:00,station_4,82.71711104047763
2024-01-01 18:00:00,station_5,112.88289074161196
2024-01-01 19:00:00,station_1,76.03580960168348
2024-01-01 19:00:00,station_2,77.34225884208367
2024-01-01 19:00:00,station_3,81.14174577603912
2024-01-01 19:00:00,station_4,101.54142660248915
2024-01-01 19:00:00,station_5,122.63624163122358
2024-01-01 20:00:00,station_1,85.98321391725213
2024-01-01 20:00:00,station_2,79.10718075747808
2024-01-01 20:00:00,station_3,75.39745115753554
2024-01-01 20:00:00,station_4,95.05615814701125
2024-01-01 20:00:00,station_5,125.10512392889243
2024-01-01 21:00:00,station_1,0.0
2024-01-01 21:00:00,station_2,0.0
2024-01-01 21:00:00,station_3,1.0654762133059077
2024-01-01 21:00:00,station_4,0.3141309360520951
2024-01-01 21:00:00,station_5,0.0
2024-01-01 22:00:00,station_1,1.2513821223295118
2024-01-01 22:00:00,station_2,0.6705828130528715
2024-01-01 22:00:00,station_3,5.200194746429683
2024-01-01 22:00:00,station_4,0.0
2024-01-01 22:00:00,station_5,5.357478701311536
2024-01-01 23:00:00,station_1,0.0
2024-01-01 23:00:00,station_2,0.0
2024-01-01 23:00:00,station_3,0.0
2024-01-01 23:00:00,station_4,12.149529605941256
2024-01-01 23:00:00,station_5,0.0
2024-01-02 00:00:00,station_1,3.2775352773034534
2024-01-02 00:00:00,station_2,0.9208342882721428
2024-01-02 00:00:00,station_3,3.304358931386458
2024-01-02 00:00:00,station_4,4.249688830490873
2024-01-02 00:00:00,station_5,0.0
2024-01-02 01:00:00,station_1,6.234406694366353
2024-01-02 01:00:00,station_2,0.0
2024-01-02 01:00:00,station_3,12.053813275670619
2024-01-02 01:00:00,station_4,0.0
2024-01-02 01:00:00,station_5,0.0
2024-01-02 02:00:00,station_1,0.0
2024-01-02 02:00:00,station_2,0.0
2024-01-02 02:00:00,station_3,0.0
2024-01-02 02:00:00,station_4,0.0
2024-01-02 02:00:00,station_5,16.032538595097225
2024-01-02 03:00:00,station_1,0.0
2024-01-02 03:00:00,station_2,3.909776928283997
2024-01-02 03:00:00,station_3,0.0
2024-01-02 03:00:00,station_4,18.72297273200873
2024-01-02 03:00:00,station_5,21.66802176126884
2024-01-02 04:00:00,station_1,0.0
2024-01-02 04:00:00,station_2,0.0
2024-01-02 04:00:00,station_3,0.0
2024-01-02 04:00:00,station_4,15.24121983525934
2024-01-02 04:00:00,station_5,0.0
2024-01-02 05:00:00,station_1,0.0
2024-01-02 05:00:00,station_2,5.877957163597199
2024-01-02 05:00:00,station_3,8.647747314597789
2024-01-02 05:00:00,station_4,0.0
2024-01-02 05:00:00,station_5,0.0
2024-01-02 06:00:00,station_1,1.875146788469274
2024-01-02 06:00:00,station_2,6.256393894709924
2024-01-02 06:00:00,station_3,15.742730806323538
2024-01-02 06:00:00,station_4,5.958570869314635
2024-01-02 06:00:00,station_5,1.7466171655512164
2024-01-02 07:00:00,station_1,9.95827893963529
2024-01-02 07:00:00,station_2,0.0
2024-01-02 07:00:00,station_3,7.463174251663524
2024-01-02 07:00:00,station_4,2.940344813393972
2024-01-02 07:00:00,station_5,0.0
2024-01-02 08:00:00,station_1,42.2969958098621
2024-01-02 08:00:00,station_2,53.39081852167267
2024-01-02 08:00:00,station_3,55.60432024049334
2024-01-02 08:00:00,station_4,80.97048294334093
2024-01-02 08:00:00,station_5,100.59026988167602
2024-01-02 09:00:00,station_1,40.90386750006402
2024-01-02 09:00:00,station_2,57.74072193241085
2024-01-02 09:00:00,station_3,73.72821988779074
2024-01-02 09:00:00,station_4,78.32610120786254
2024-01-02 09:00:00,station_5,50.562173094885296
2024-01-02 10:00:00,station_1,45.72494040651751
2024-01-02 10:00:00,station_2,58.50239433258221
2024-01-02 10:00:00,station_3,61.96106998507384
2024-01-02 10:00:00,station_4,63.90842287399509
2024-01-02 10:00:00,station_5,82.5861735063933
2024-01-02 11:00:00,station_1,1.672126450070064
2024-01-02 11:00:00,station_2,0.0
2024-01-02 11:00:00,station_3,7.0491420602654875
2024-01-02 11:00:00,station_4,1.326555939325174
2024-01-02 11:00:00,station_5,0.0
2024-01-02 12:00:00,station_1,3.0855310518136014
2024-01-02 12:00:00,station_2,0.0
2024-01-02 12:00:00,station_3,0.0
2024-01-02 12:00:00,station_4,7.671535819192574
2024-01-02 12:00:00,station_5,15.122494008941878
2024-01-02 13:00:00,station_1,8.932604800767566
2024-01-02 13:00:00,station_2,0.0
2024-01-02 13:00:00,station_3,0.0
2024-01-02 13:00:00,station_4,18.19874208981201
2024-01-02 13:00:00,station_5,0.0
2024-01-02 14:00:00,station_1,3.674904949857663
2024-01-02 14:00:00,station_2,7.866023666207054
2024-01-02 14:00:00,station_3,12.693672934318785
2024-01-02 14:00:00,station_4,9.048057508417592
2024-01-02 14:00:00,station_5,20.291678152715946
2024-01-02 15:00:00,station_1,0.21528212805931168
2024-01-02 15:00:00,station_2,0.0
2024-01-02 15:00:00,station_3,9.58870621239669
2024-01-02 15:00:00,station_4,0.0
2024-01-02 15:00:00,station_5,25.513028369267953
2024-01-02 16:00:00,station_1,0.0
2024-01-02 16:00:00,station_2,4.589635381268323
2024-01-02 16:00:00,station_3,0.0
2024-01-02 16:00:00,station_4,0.0
2024-01-02 16:00:00,station_5,9.932977811798857
2024-01-02 17:00:00,station_1,79.98944635082681
2024-01-02 17:00:00,station_2,72.57755985688782
2024-01-02 17:00:00,station_3,82.44686935779097
2024-01-02 17:00:00,station_4,94.18684799515026
2024-01-02 17:00:00,station_5,113.89164787026151
2024-01-02 18:00:00,station_1,70.31798138842396
2024-01-02 18:00:00,station_2,78.19010569907825
2024-01-02 18:00:00,station_3,78.77340276946423
2024-01-02 18:00:00,station_4,87.62648549830061
2024-01-02 18:00:00,station_5,94.87864359477442
2024-01-02 19:00:00,station_1,74.13792399700934
2024-01-02 19:00:00,station_2,87.17081008985085
2024-01-02 19:00:00,station_3,84.07678961506873
2024-01-02 19:00:00,station_4,89.11593441026537
2024-01-02 19:00:00,station_5,106.61598306179305
2024-01-02 20:00:00,station_1,83.79349198389914
2024-01-02 20:00:00,station_2,77.324299070079
2024-01-02 20:00:00,station_3,85.33929894471054
2024-01-02 20:00:00,station_4,94.77513995589312
2024-01-02 20:00:00,station_5,100.64923970344736
2024-01-02 21:00:00,station_1,8.560717923652106
2024-01-02 21:00:00,station_2,0.0
2024-01-02 21:00:00,station_3,0.0
2024-01-02 21:00:00,station_4,13.3851094204622
2024-01-02 21:00:00,station_5,6.280167149661815
2024-01-02 22:00:00,station_1,2.323726849788881
2024-01-02 22:00:00,station_2,0.0
2024-01-02 22:00:00,station_3,4.408774798748293
2024-01-02 22:00:00,station_4,0.0
2024-01-02 22:00:00,station_5,10.904445068862838
2024-01-02 23:00:00,station_1,0.7428049887097496
2024-01-02 23:00:00,station_2,0.0
2024-01-02 23:00:00,station_3,4.486248753602581
2024-01-02 23:00:00,station_4,4.950146087666148
2024-01-02 23:00:00,station_5,18.934455237210816
2024-01-03 00:00:00,station_1,0.0
2024-01-03 00:00:00,station_2,0.0
2024-01-03 00:00:00,station_3,3.947448926999413
2024-01-03 00:00:00,station_4,0.0
2024-01-03 00:00:00,station_5,34.05139460948992
2024-01-03 01:00:00,station_1,0.0
2024-01-03 01:00:00,station_2,5.810144529074772
2024-01-03 01:00:00,station_3,0.0
2024-01-03 01:00:00,station_4,0.0
2024-01-03 01:00:00,station_5,0.0
2024-01-03 02:00:00,station_1,0.0
2024-01-03 02:00:00,station_2,0.0
2024-01-03 02:00:00,station_3,0.0
2024-01-03 02:00:00,station_4,11.125960509998528
2024-01-03 02:00:00,station_5,0.0
2024-01-03 03:00:00,station_1,0.0
2024-01-03 03:00:00,station_2,0.0
2024-01-03 03:00:00,station_3,0.0
2024-01-03 03:00:00,station_4,7.950083899803967
2024-01-03 03:00:00,station_5,2.2082299576633213
2024-01-03 04:00:00,station_1,1.7758667100476744
2024-01-03 04:00:00,station_2,7.396098087922829
2024-01-03 04:00:00,station_3,1.8265601907979352
2024-01-03 04:00:00,station_4,0.0
2024-01-03 04:00:00,station_5,16.87491355197439
2024-01-03 05:00:00,station_1,0.0
2024-01-03 05:00:00,station_2,9.507438085663328
2024-01-03 05:00:00,station_3,0.0
2024-01-03 05:00:00,station_4,4.414499176958995
2024-01-03 05:00:00,station_5,4.664869538179344
2024-01-03 06:00:00,station_1,0.0
2024-01-03 06:00:00,station_2,0.0
2024-01-03 06:00:00,station_3,0.0
2024-01-03 06:00:00,station_4,0.0
2024-01-03 06:00:00,station_5,0.0
2024-01-03 07:00:00,station_1,2.3730645944989885
2024-01-03 07:00:00,station_2,0.4817380503896449
2024-01-03 07:00:00,station_3,1.78207729830214
2024-01-03 07:00:00,station_4,0.0
2024-01-03 07:00:00,station_5,0.0
2024-01-03 08:00:00,station_1,52.89038451067291
2024-01-03 08:00:00,station_2,63.90037347962273
2024-01-03 08:00:00,station_3,62.44753953439436
2024-01-03 08:00:00,station_4,52.19988739640078
2024-01-03 08:00:00,station_5,60.2398172955433
2024-01-03 09:00:00,station_1,51.44289998802262
2024-01-03 09:00:00,station_2,50.6204705911552
2024-01-03 09:00:00,station_3,60.47474527995963
2024-01-03 09:00:00,station_4,73.96202825116418
2024-01-03 09:00:00,station_5,67.79738520975677
2024-01-03 10:00:00,station_1,53.62928945970107
2024-01-03 10:00:00,station_2,58.52323700064022
2024-01-03 10:00:00,station_3,59.30295494922941
2024-01-03 10:00:00,station_4,63.79042894224104
2024-01-03 10:00:00,station_5,64.64718709315612
2024-01-03 11:00:00,station_1,3.6946274757486126
2024-01-03 11:00:00,station_2,0.0
2024-01-03 11:00:00,station_3,0.0
2024-01-03 11:00:00,station_4,2.5718965738594877
2024-01-03 11:00:00,station_5,3.119109703504305
2024-01-03 12:00:00,station_1,2.700667256433852
2024-01-03 12:00:00,station_2,12.067195262085221
2024-01-03 12:00:00,station_3,0.0
2024-01-03 12:00:00,station_4,11.381249147729061
2024-01-03 12:00:00,station_5,1.7257446307939055
2024-01-03 13:00:00,station_1,4.765626312030488
2024-01-03 13:00:00,station_2,0.0
2024-01-03 13:00:00,station_3,15.694403548825365
2024-01-03 13:00:00,station_4,0.0
2024-01-03 13:00:00,station_5,8.713442626763232
2024-01-03 14:00:00,station_1,7.217613118858722
2024-01-03 14:00:00,station_2,0.0
2024-01-03 14:00:00,station_3,3.7026728747991315
2024-01-03 14:00:00,station_4,6.968586139763649
2024-01-03 14:00:00,station_5,0.0
2024-01-03 15:00:00,station_1,1.7808516496628346
2024-01-03 15:00:00,station_2,0.0
2024-01-03 15:00:00,station_3,0.0
2024-01-03 15:00:00,station_4,0.0
2024-01-03 15:00:00,station_5,0.308356065630558
2024-01-03 16:00:00,station_1,4.852437802104767
2024-01-03 16:00:00,station_2,0.0
2024-01-03 16:00:00,station_3,0.0
2024-01-03 16:00:00,station_4,0.0
2024-01-03 16:00:00,station_5,0.0
2024-01-03 17:00:00,station_1,76.00841313683986
2024-01-03 17:00:00,station_2,89.79461898922301
2024-01-03 17:00:00,station_3,89.48224034671892
2024-01-03 17:00:00,station_4,99.25791962595082
2024-01-03 17:00:00,station_5,115.83245630062555
2024-01-03 18:00:00,station_1,66.28702807953096
2024-01-03 18:00:00,station_2,80.89761487322983
2024-01-03 18:00:00,station_3,95.85341263476445
2024-01-03 18:00:00,station_4,90.81890190763204
2024-01-03 18:00:00,station_5,92.59365621500065
2024-01-03 19:00:00,station_1,71.53073527383772
2024-01-03 19:00:00,station_2,93.63198605890084
2024-01-03 19:00:00,station_3,98.70848889494947
2024-01-03 19:00:00,station_4,96.98941049647162
2024-01-03 19:00:00,station_5,98.53359131533986
2024-01-03 20:00:00,station_1,76.03809097484908
2024-01-03 20:00:00,station_2,73.9132892374578
2024-01-03 20:00:00,station_3,89.40728306646095
2024-01-03 20:00:00,station_4,98.12570376211863
2024-01-03 20:00:00,station_5,101.81623786870337
2024-01-03 21:00:00,station_1,4.166895719154055
2024-01-03 21:00:00,station_2,1.1194227784752817
2024-01-03 21:00:00,station_3,0.0
2024-01-03 21:00:00,station_4,3.718573071203951
2024-01-03 21:00:00,station_5,8.130043972471888
2024-01-03 22:00:00,station_1,0.0
2024-01-03 22:00:00,station_2,9.091664957484426
2024-01-03 22:00:00,station_3,0.0
2024-01-03 22:00:00,station_4,9.303637146753841
2024-01-03 22:00:00,station_5,0.0
2024-01-03 23:00:00,station_1,1.1639762473852042
2024-01-03 23:00:00,station_2,6.853083909401375
2024-01-03 23:00:00,station_3,0.0
2024-01-03 23:00:00,station_4,22.03643768322705
2024-01-03 23:00:00,station_5,0.0
2024-01-04 00:00:00,station_1,0.0
2024-01-04 00:00:00,station_2,0.0
2024-01-04 00:00:00,station_3,2.87900035048865
2024-01-04 00:00:00,station_4,0.0
2024-01-04 00:00:00,station_5,0.0
2024-01-04 01:00:00,station_1,0.0
2024-01-04 01:00:00,station_2,0.0
2024-01-04 01:00:00,station_3,0.0
2024-01-04 01:00:00,station_4,0.0
2024-01-04 01:00:00,station_5,0.0
2024-01-04 02:00:00,station_1,0.6793946348354517
2024-01-04 02:00:00,station_2,0.6001091793829247
2024-01-04 02:00:00,station_3,0.0
2024-01-04 02:00:00,station_4,3.3771446815768944
2024-01-04 02:00:00,station_5,9.8658653555938
2024-01-04 03:00:00,station_1,0.8892170701750833
2024-01-04 03:00:00,station_2,0.0
2024-01-04 03:00:00,station_3,9.113023157799745
2024-01-04 03:00:00,station_4,0.0
2024-01-04 03:00:00,station_5,9.76725934366769
2024-01-04 04:00:00,station_1,3.8012533371244417
2024-01-04 04:00:00,station_2,0.0
2024-01-04 04:00:00,station_3,5.271094759362037
2024-01-04 04:00:00,station_4,0.0
2024-01-04 04:00:00,station_5,0.0
2024-01-04 05:00:00,station_1,3.108787982814128
2024-01-04 05:00:00,station_2,0.0
2024-01-04 05:00:00,station_3,9.504312236415778
2024-01-04 05:00:00,station_4,0.0
2024-01-04 05:00:00,station_5,10.168546603798397
2024-01-04 06:00:00,station_1,0.8816281439101987
2024-01-04 06:00:00,station_2,0.0
2024-01-04 06:00:00,station_3,0.0
2024-01-04 06:00:00,station_4,0.0
2024-01-04 06:00:00,station_5,0.0
2024-01-04 07:00:00,station_1,0.8697166625914033
2024-01-04 07:00:00,station_2,2.1989097844176353
2024-01-04 07:00:00,station_3,0.0
2024-01-04 07:00:00,station_4,0.0
2024-01-04 07:00:00,station_5,0.0
2024-01-04 08:00:00,station_1,47.712725376871255
2024-01-04 08:00:00,station_2,59.34171895017444
2024-01-04 08:00:00,station_3,61.3156217198086
2024-01-04 08:00:00,station_4,75.65402086304908
2024-01-04 08:00:00,station_5,70.85961522228509
2024-01-04 09:00:00,station_1,50.87610492223892
2024-01-04 09:00:00,station_2,63.15536179905971
2024-01-04 09:00:00,station_3,63.631213467718396
2024-01-04 09:00:00,station_4,71.92203006762125
2024-01-04 09:00:00,station_5,110.64161823216301
2024-01-04 10:00:00,station_1,44.34886089525508
2024-01-04 10:00:00,station_2,61.95456670358369
2024-01-04 10:00:00,station_3,73.65817477938685
2024-01-04 10:00:00,station_4,81.11291942952637
2024-01-04 10:00:00,station_5,77.56641603668426
2024-01-04 11:00:00,station_1,0.0
2024-01-04 11:00:00,station_2,0.0
2024-01-04 11:00:00,station_3,0.0
2024-01-04 11:00:00,station_4,0.0
2024-01-04 11:00:00,station_5,0.0
2024-01-04 12:00:00,station_1,0.0
2024-01-04 12:00:00,station_2,8.566507457844729
2024-01-04 12:00:00,station_3,1.9940432102955512
2024-01-04 12:00:00,station_4,12.99102109023053
2024-01-04 12:00:00,station_5,2.780198660643695
2024-01-04 13:00:00,station_1,0.0
2024-01-04 13:00:00,station_2,0.0
2024-01-04 13:00:00,station_3,0.0
2024-01-04 13:00:00,station_4,13.46492657201416
2024-01-04 13:00:00,station_5,0.0
2024-01-04 14:00:00,station_1,0.0
2024-01-04 14:00:00,station_2,0.0
2024-01-04 14:00:00,station_3,0.0
2024-01-04 14:00:00,station_4,0.0
2024-01-04 14:00:00,station_5,8.575459648321491
2024-01-04 15:00:00,station_1,0.0
2024-01-04 15:00:00,station_2,0.0
2024-01-04 15:00:00,station_3,6.990441463502645
2024-01-04 15:00:00,station_4,9.505164252957115
2024-01-04 15:00:00,station_5,9.046807579724433
2024-01-04 16:00:00,station_1,9.223620862735341
2024-01-04 16:00:00,station_2,0.1451140260138717
2024-01-04 16:00:00,station_3,15.429481407150197
2024-01-04 16:00:00,station_4,22.935835210668056
2024-01-04 16:00:00,station_5,20.959689133973257
2024-01-04 17:00:00,station_1,70.98146283194534
2024-01-04 17:00:00,station_2,80.06700760254694
2024-01-04 17:00:00,station_3,88.96794482762735
2024-01-04 17:00:00,station_4,91.87487780877613
2024-01-04 17:00:00,station_5,95.1042048214782
2024-01-04 18:00:00,station_1,78.38030984522487
2024-01-04 18:00:00,station_2,85.73914728628813
2024-01-04 18:00:00,station_3,82.94642863256863
2024-01-04 18:00:00,station_4,100.44429796735086
2024-01-04 18:00:00,station_5,121.23306135830904
2024-01-04 19:00:00,station_1,77.07335499866097
2024-01-04 19:00:00,station_2,88.50331157811894
2024-01-04 19:00:00,station_3,91.12353656489546
2024-01-04 19:00:00,station_4,97.65528135247372
2024-01-04 19:00:00,station_5,83.60861472398551
2024-01-04 20:00:00,station_1,83.18641383145635
2024-01-04 20:00:00,station_2,83.99216815988036
2024-01-04 20:00:00,station_3,86.58395556697307
2024-01-04 20:00:00,station_4,89.71319478306063
2024-01-04 20:00:00,station_5,113.76465752262854
2024-01-04 21:00:00,station_1,13.323413582995576
2024-01-04 21:00:00,station_2,0.0
2024-01-04 21:00:00,station_3,15.083823134858097
2024-01-04 21:00:00,station_4,0.0
2024-01-04 21:00:00,station_5,24.310406303310767
2024-01-04 22:00:00,station_1,8.114064087370453
2024-01-04 22:00:00,station_2,4.275235361253314
2024-01-04 22:00:00,station_3,0.0
2024-01-04 22:00:00,station_4,0.0
2024-01-04 22:00:00,station_5,9.29238680366634
2024-01-04 23:00:00,station_1,0.0
2024-01-04 23:00:00,station_2,5.3687804063994555
2024-01-04 23:00:00,station_3,0.0
2024-01-04 23:00:00,station_4,0.0
2024-01-04 23:00:00,station_5,1.1268691191423947
2024-01-05 00:00:00,station_1,3.588244795955466
2024-01-05 00:00:00,station_2,0.0
2024-01-05 00:00:00,station_3,0.0
2024-01-05 00:00:00,station_4,3.961755920302129
2024-01-05 00:00:00,station_5,0.0
2024-01-05 01:00:00,station_1,4.8010427420655155
2024-01-05 01:00:00,station_2,0.0
2024-01-05 01:00:00,station_3,0.0
2024-01-05 01:00:00,station_4,7.009660434939619
2024-01-05 01:00:00,station_5,6.464962881543953
2024-01-05 02:00:00,station_1,6.545803064171323
2024-01-05 02:00:00,station_2,4.704587188462271
2024-01-05 02:00:00,station_3,8.956058171480214
2024-01-05 02:00:00,station_4,0.0
2024-01-05 02:00:00,station_5,0.0
2024-01-05 03:00:00,station_1,0.0
2024-01-05 03:00:00,station_2,0.0
2024-01-05 03:00:00,station_3,0.0
2024-01-05 03:00:00,station_4,0.0
2024-01-05 03:00:00,station_5,0.0
2024-01-05 04:00:00,station_1,0.0
2024-01-05 04:00:00,station_2,0.0
2024-01-05 04:00:00,station_3,6.599406639051915
2024-01-05 04:00:00,station_4,7.531459056745535
2024-01-05 04:00:00,station_5,28.75536237739933
2024-01-05 05:00:00,station_1,0.0
2024-01-05 05:00:00,station_2,0.0
2024-01-05 05:00:00,station_3,0.0
2024-01-05 05:00:00,station_4,0.0
2024-01-05 05:00:00,station_5,0.0
2024-01-05 06:00:00,station_1,0.0
2024-01-05 06:00:00,station_2,0.0
2024-01-05 06:00:00,station_3,21.920947847823783
2024-01-05 06:00:00,station_4,1.5709640349890153
2024-01-05 06:00:00,station_5,0.0
2024-01-05 07:00:00,station_1,3.3182734989963123
2024-01-05 07:00:00,station_2,4.686335391733239
2024-01-05 07:00:00,station_3,1.3382409786796157
2024-01-05 07:00:00,station_4,0.0
2024-01-05 07:00:00,station_5,1.950461459334312
2024-01-05 08:00:00,station_1,43.650109028850416
2024-01-05 08:00:00,station_2,53.63364639930294
2024-01-05 08:00:00,station_3,59.03754312062334
2024-01-05 08:00:00,station_4,84.88210404408203
2024-01-05 08:00:00,station_5,69.28144715325126
2024-01-05 09:00:00,station_1,60.04204137885792
2024-01-05 09:00:00,station_2,53.7155622487909
2024-01-05 09:00:00,station_3,62.97784620746831
2024-01-05 09:00:00,station_4,67.98232026927124
2024-01-05 09:00:00,station_5,56.03587122438427
2024-01-05 10:00:00,station_1,54.342303370457486
2024-01-05 10:00:00,station_2,52.54230259464883
2024-01-05 10:00:00,station_3,64.18139403709641
2024-01-05 10:00:00,station_4,55.89332684934136
2024-01-05 10:00:00,station_5,57.02333871207949
2024-01-05 11:00:00,station_1,0.0
2024-01-05 11:00:00,station_2,0.0
2024-01-05 11:00:00,station_3,0.0
2024-01-05 11:00:00,station_4,0.0
2024-01-05 11:00:00,station_5,0.0
2024-01-05 12:00:00,station_1,0.0
2024-01-05 12:00:00,station_2,5.000024584782611
2024-01-05 12:00:00,station_3,0.0
2024-01-05 12:00:00,station_4,0.0
2024-01-05 12:00:00,station_5,31.806460949007764
2024-01-05 13:00:00,station_1,0.0
2024-01-05 13:00:00,station_2,0.0
2024-01-05 13:00:00,station_3,5.489652261585822
2024-01-05 13:00:00,station_4,3.4804797595425123
2024-01-05 13:00:00,station_5,0.0
2024-01-05 14:00:00,station_1,0.0
2024-01-05 14:00:00,station_2,0.8926894454815504
2024-01-05 14:00:00,station_3,20.534434394991337
2024-01-05 14:00:00,station_4,0.0
2024-01-05 14:00:00,station_5,14.00392187726423
2024-01-05 15:00:00,station_1,8.462828385937138
2024-01-05 15:00:00,station_2,5.665298475166635
2024-01-05 15:00:00,station_3,11.539324712121688
2024-01-05 15:00:00,station_4,5.6603832592445835
2024-01-05 15:00:00,station_5,13.036444005943121
2024-01-05 16:00:00,station_1,0.0
2024-01-05 16:00:00,station_2,0.0
2024-01-05 16:00:00,station_3,0.0
2024-01-05 16:00:00,station_4,12.726989991651193
2024-01-05 16:00:00,station_5,11.90435236809056
2024-01-05 17:00:00,station_1,74.75707771057789
2024-01-05 17:00:00,station_2,85.30868970449912
2024-01-05 17:00:00,station_3,100.20578249071669
2024-01-05 17:00:00,station_4,97.79350279334426
2024-01-05 17:00:00,station_5,88.04630901984653
2024-01-05 18:00:00,station_1,73.24465656685696
2024-01-05 18:00:00,station_2,95.1407604813005
2024-01-05 18:00:00,station_3,88.21199822622701
2024-01-05 18:00:00,station_4,97.04413903448561
2024-01-05 18:00:00,station_5,104.87351233576115
2024-01-05 19:00:00,station_1,73.15157944377872
2024-01-05 19:00:00,station_2,78.15795114263577
2024-01-05 19:00:00,station_3,81.11201690176516
2024-01-05 19:00:00,station_4,108.98933486374767
2024-01-05 19:00:00,station_5,102.13262890370592
2024-01-05 20:00:00,station_1,64.95655209227124
2024-01-05 20:00:00,station_2,88.51713223352911
2024-01-05 20:00:00,station_3,87.73598632844694
2024-01-05 20:00:00,station_4,73.079365840383
2024-01-05 20:00:00,station_5,99.38487828262653
2024-01-05 21:00:00,station_1,8.180707997026968
2024-01-05 21:00:00,station_2,0.0
2024-01-05 21:00:00,station_3,4.552504042821924
2024-01-05 21:00:00,station_4,24.787354599884086
